1366938060000,NO GPS,NO GPS,0.0171140000
1366938120000,NO GPS,NO GPS,0.0171140000
1366938180000,NO GPS,NO GPS,0.0197990000
1366938240000,NO GPS,NO GPS,0.0130200000
1366938300000,+42.3451710000,-71.0898140000,0.0452350000
1366938360000,+42.3452030000,-71.0898510000,0.1000670000
1366938420000,+42.3452760000,-71.0901830000,0.1070470000
1366938480000,+42.3452970000,-71.0901470000,0.1132210000
1366938540000,+42.3453740000,-71.0900430000,0.1002010000

