42.3452170000 -71.0900810000 125 0.0171140000 1366938060000
42.3451590000 -71.0900310000 125 0.0171140000 1366938120000
42.3454600000 -71.0902100000 125 0.0197990000 1366938180000
42.3452180000 -71.0899190000 125 0.0130200000 1366938240000
42.3451710000 -71.0898140000 125 0.0452350000 1366938300000
42.3452030000 -71.0898510000 125 0.1000670000 1366938360000
42.3452760000 -71.0901830000 125 0.1070470000 1366938420000
42.3452970000 -71.0901470000 125 0.1132210000 1366938480000
42.3453740000 -71.0900430000 125 0.1002010000 1366938540000
42.3451810000 -71.0901900000 125 0.1085910000 1366938600000
42.3446350000 -71.0901910000 125 0.1177850000 1366938660000
42.3440540000 -71.0898250000 125 0.1195300000 1366938720000
42.3440580000 -71.0886900000 125 0.1227520000 1366938780000
42.3439200000 -71.0876880000 125 0.1222150000 1366938840000
42.3439020000 -71.0869040000 125 0.1266440000 1366938900000
42.3437340000 -71.0860210000 125 0.1370470000 1366938960000
42.3433870000 -71.0851910000 125 0.1376510000 1366939020000
42.3428900000 -71.0850690000 125 0.1468460000 1366939080000
42.3428450000 -71.0847690000 125 0.1618120000 1366939140000
42.3427380000 -71.0853850000 125 0.1780540000 1366939200000
42.3421340000 -71.0841900000 125 0.1918120000 1366939260000
42.3423560000 -71.0842120000 125 0.2180540000 1366939320000
42.3429850000 -71.0837360000 125 0.2287920000 1366939380000
42.3435320000 -71.0831580000 125 0.2534230000 1366939440000
42.3439010000 -71.0825300000 125 0.2700670000 1366939500000
42.3444370000 -71.0830630000 125 0.2967110000 1366939560000
42.3452280000 -71.0828720000 125 0.3188590000 1366939620000
42.3459190000 -71.0823800000 125 0.3421480000 1366939680000
42.3459620000 -71.0821320000 125 0.3756380000 1366939740000
42.3458970000 -71.0814310000 125 0.4119460000 1366939800000
42.3463000000 -71.0807010000 125 0.4494630000 1366939860000
42.3468370000 -71.0805840000 125 0.4921480000 1366939920000
42.3472900000 -71.0799590000 125 0.5367110000 1366939980000
42.3476470000 -71.0800740000 125 0.5897320000 1366940040000
42.3483620000 -71.0804360000 125 0.6544970000 1366940100000
42.3486920000 -71.0805710000 125 0.7227520000 1366940160000
42.3491680000 -71.0810420000 125 0.8163760000 1366940220000
42.3489660000 -71.0819340000 125 0.9267790000 1366940280000
42.3452170000 -71.0900810000 125 0.0854950000 1366940340000
42.3451590000 -71.0900310000 125 0.0860060000 1366940400000
42.3454600000 -71.0902100000 125 0.0548880000 1366940460000
42.3452180000 -71.0899190000 125 0.0989780000 1366940520000
42.3451710000 -71.0898140000 125 0.1154630000 1366940580000
42.3452030000 -71.0898510000 125 0.1462620000 1366940640000
42.3452760000 -71.0901830000 125 0.1670930000 1366940700000
42.3452970000 -71.0901470000 125 0.1640260000 1366940760000
42.3453740000 -71.0900430000 125 0.1669650000 1366940820000
42.3451810000 -71.0901900000 125 0.1714380000 1366940880000
42.3446350000 -71.0901910000 125 0.1718850000 1366940940000
42.3440540000 -71.0898250000 125 0.1630030000 1366941000000
42.3440580000 -71.0886900000 125 0.1712460000 1366941060000
42.3439200000 -71.0876880000 125 0.1765500000 1366941120000
42.3439020000 -71.0869040000 125 0.1902880000 1366941180000
42.3437340000 -71.0860210000 125 0.1870290000 1366941240000
42.3433870000 -71.0851910000 125 0.1905430000 1366941300000
42.3428900000 -71.0850690000 125 0.2084980000 1366941360000
42.3428450000 -71.0847690000 125 0.2102240000 1366941420000
42.3427380000 -71.0853850000 125 0.2241530000 1366941480000
42.3421340000 -71.0841900000 125 0.2308630000 1366941540000
42.3423560000 -71.0842120000 125 0.2496490000 1366941600000
42.3429850000 -71.0837360000 125 0.2667090000 1366941660000
42.3435320000 -71.0831580000 125 0.2978910000 1366941720000
42.3439010000 -71.0825300000 125 0.3023000000 1366941780000
42.3444370000 -71.0830630000 125 0.3323960000 1366941840000
42.3452280000 -71.0828720000 125 0.3654310000 1366941900000
42.3459190000 -71.0823800000 125 0.3840260000 1366941960000
42.3459620000 -71.0821320000 125 0.4146330000 1366942020000
42.3458970000 -71.0814310000 125 0.4452400000 1366942080000
42.3463000000 -71.0807010000 125 0.4847280000 1366942140000
42.3468370000 -71.0805840000 125 0.5189780000 1366942200000
42.3472900000 -71.0799590000 125 0.5616610000 1366942260000
42.3476470000 -71.0800740000 125 0.6113100000 1366942320000
42.3483620000 -71.0804360000 125 0.6699040000 1366942380000
42.3486920000 -71.0805710000 125 0.7378910000 1366942440000
42.3491680000 -71.0810420000 125 0.8239620000 1366942500000
42.3489660000 -71.0819340000 125 0.9335460000 1366942560000
42.3452170000 -71.0900810000 125 0.5342340000 1366942620000
42.3451590000 -71.0900310000 125 0.6274170000 1366942680000
42.3454600000 -71.0902100000 125 0.3907110000 1366942740000
42.3452180000 -71.0899190000 125 0.3754630000 1366942800000
42.3451710000 -71.0898140000 125 0.3956330000 1366942860000
42.3452030000 -71.0898510000 125 0.3513160000 1366942920000
42.3452760000 -71.0901830000 125 0.4628240000 1366942980000
42.3452970000 -71.0901470000 125 0.5936540000 1366943040000
42.3453740000 -71.0900430000 125 0.5357680000 1366943100000
42.3451810000 -71.0901900000 125 0.7619120000 1366943160000
42.3446350000 -71.0901910000 125 0.7940670000 1366943220000
42.3440540000 -71.0898250000 125 0.8417220000 1366943280000
42.3440580000 -71.0886900000 125 0.8030710000 1366943340000
42.3439200000 -71.0876880000 125 0.7716700000 1366943400000
42.3439020000 -71.0869040000 125 0.7961700000 1366943460000
42.3437340000 -71.0860210000 125 0.7468360000 1366943520000
42.3433870000 -71.0851910000 125 0.8219140000 1366943580000
42.3428900000 -71.0850690000 125 0.7411800000 1366943640000
42.3428450000 -71.0847690000 125 0.8052900000 1366943700000
42.3427380000 -71.0853850000 125 0.7568350000 1366943760000
42.3421340000 -71.0841900000 125 0.8009580000 1366943820000
42.3423560000 -71.0842120000 125 0.8559760000 1366943880000
42.3429850000 -71.0837360000 125 0.8787840000 1366943940000
42.3435320000 -71.0831580000 125 0.8670610000 1366944000000
42.3439010000 -71.0825300000 125 0.7584100000 1366944060000
42.3444370000 -71.0830630000 125 0.9547280000 1366944120000
42.3452280000 -71.0828720000 125 0.9037560000 1366944180000
42.3459190000 -71.0823800000 125 0.9194110000 1366944240000
42.3459620000 -71.0821320000 125 0.8927350000 1366944300000
42.3458970000 -71.0814310000 125 0.7368890000 1366944360000
42.3463000000 -71.0807010000 125 0.7488770000 1366944420000
42.3468370000 -71.0805840000 125 0.7298120000 1366944480000
42.3472900000 -71.0799590000 125 0.7050970000 1366944540000
42.3476470000 -71.0800740000 125 0.8252520000 1366944600000
42.3483620000 -71.0804360000 125 0.8069720000 1366944660000
42.3486920000 -71.0805710000 125 0.7446810000 1366944720000
42.3491680000 -71.0810420000 125 0.6981840000 1366944780000
42.3489660000 -71.0819340000 125 0.8171000000 1366944840000
